"","age","job","marital","education","contact","days_since._signed_in","Time.spend.on.website","Number_of_campaigns","previous_purchases","Purchase_Made"
"3734",41,"admin.","single","secondary","unknown",4,99,6,0,"no"
"3735",58,"technician","married","secondary","unknown",13,325,1,0,"no"
"3736",33,"blue-collar","married","secondary","cellular",18,305,12,0,"no"
"3737",31,"unemployed","married","secondary","cellular",19,631,1,0,"no"
"3738",55,"technician","divorced","secondary","cellular",10,169,1,1,"yes"
"3739",38,"technician","single","secondary","cellular",28,61,2,0,"no"
"3740",55,"housemaid","married","secondary","cellular",22,256,2,0,"no"
"3741",47,"management","single","tertiary","unknown",11,58,3,0,"no"
"3742",51,"housemaid","married","primary","unknown",20,142,3,0,"no"
"3743",46,"management","single","tertiary","telephone",4,36,6,2,"no"
"3744",61,"management","married","tertiary","cellular",10,106,1,0,"yes"
"3745",47,"management","single","tertiary","cellular",21,71,4,0,"no"
"3746",34,"technician","married","secondary","cellular",25,132,6,0,"no"
"3747",34,"blue-collar","married","secondary","unknown",20,120,1,0,"no"
"3748",41,"management","divorced","tertiary","cellular",14,181,2,1,"no"
"3749",36,"blue-collar","divorced","secondary","unknown",5,152,2,0,"no"
"3750",26,"blue-collar","single","secondary","unknown",28,302,1,0,"no"
"3751",35,"management","married","tertiary","cellular",23,93,3,0,"yes"
"3752",36,"blue-collar","married","secondary","unknown",17,235,2,0,"no"
"3753",26,"management","single","tertiary","cellular",15,129,1,0,"yes"
"3754",58,"management","married","primary","cellular",11,94,2,0,"no"
"3755",50,"blue-collar","married","secondary","cellular",7,310,1,0,"no"
"3756",61,"retired","married","secondary","cellular",15,195,7,0,"no"
"3757",28,"technician","single","secondary","unknown",21,196,1,0,"no"
"3758",49,"blue-collar","single","primary","unknown",15,93,1,0,"no"
"3759",74,"retired","married","secondary","telephone",17,394,2,0,"yes"
"3760",53,"blue-collar","married","secondary","cellular",3,288,3,0,"no"
"3761",46,"self-employed","married","secondary","cellular",31,208,2,0,"no"
"3762",47,"management","married","tertiary","cellular",27,508,1,0,"yes"
"3763",42,"blue-collar","single","primary","cellular",30,86,2,0,"no"
"3764",56,"services","married","secondary","cellular",21,189,1,0,"no"
"3765",42,"technician","married","secondary","unknown",29,249,2,0,"no"
"3766",49,"housemaid","married","primary","cellular",21,450,1,0,"no"
"3767",43,"unemployed","single","unknown","cellular",22,680,1,1,"no"
"3768",39,"services","married","secondary","unknown",20,175,2,0,"no"
"3769",66,"retired","married","primary","cellular",9,479,1,0,"yes"
"3770",30,"technician","single","tertiary","cellular",5,270,3,4,"no"
"3771",38,"management","single","tertiary","cellular",24,164,1,0,"no"
"3772",31,"blue-collar","married","secondary","cellular",20,158,1,1,"no"
"3773",32,"technician","married","secondary","cellular",8,50,4,0,"no"
"3774",48,"technician","married","secondary","cellular",6,80,2,0,"no"
"3775",34,"admin.","married","tertiary","cellular",6,45,1,0,"no"
"3776",28,"student","single","secondary","cellular",29,220,2,0,"no"
"3777",40,"admin.","single","secondary","unknown",18,161,2,0,"no"
"3778",36,"entrepreneur","married","secondary","unknown",20,98,1,0,"no"
"3779",52,"retired","married","secondary","unknown",9,79,1,0,"no"
"3780",46,"admin.","married","primary","unknown",6,157,2,0,"no"
"3781",25,"technician","single","secondary","cellular",21,339,1,0,"no"
"3782",52,"blue-collar","married","secondary","unknown",13,274,2,0,"no"
"3783",40,"blue-collar","married","primary","unknown",14,977,1,0,"no"
"3784",26,"management","divorced","tertiary","unknown",12,127,2,0,"no"
"3785",26,"blue-collar","single","primary","unknown",4,329,4,0,"no"
"3786",35,"self-employed","single","secondary","telephone",21,1441,3,0,"no"
"3787",40,"admin.","single","secondary","unknown",6,231,1,0,"no"
"3788",31,"management","married","tertiary","cellular",13,96,2,5,"no"
"3789",32,"admin.","married","secondary","cellular",18,213,1,1,"no"
"3790",33,"admin.","married","secondary","cellular",30,335,1,0,"yes"
"3791",53,"services","divorced","secondary","cellular",14,959,3,7,"yes"
"3792",46,"technician","divorced","secondary","cellular",7,429,3,0,"yes"
"3793",28,"management","single","tertiary","cellular",28,383,6,0,"no"
"3794",31,"blue-collar","married","secondary","unknown",2,40,1,0,"no"
"3795",44,"blue-collar","married","primary","unknown",7,110,2,0,"no"
"3796",35,"admin.","married","secondary","unknown",7,326,1,0,"no"
"3797",50,"technician","divorced","unknown","unknown",28,179,3,0,"no"
"3798",32,"technician","married","secondary","cellular",25,132,8,0,"no"
"3799",51,"admin.","married","secondary","cellular",16,95,1,0,"no"
"3800",51,"management","married","tertiary","cellular",14,248,2,0,"no"
"3801",31,"blue-collar","married","unknown","cellular",3,100,3,2,"no"
"3802",41,"admin.","divorced","secondary","unknown",28,226,10,0,"no"
"3803",57,"technician","married","tertiary","unknown",20,174,3,0,"no"
"3804",34,"management","single","tertiary","cellular",20,29,3,1,"no"
"3805",47,"technician","married","secondary","unknown",28,176,2,0,"no"
"3806",47,"admin.","divorced","secondary","cellular",11,106,2,0,"no"
"3807",36,"self-employed","married","secondary","cellular",19,136,1,1,"no"
"3808",29,"housemaid","single","tertiary","cellular",5,110,2,2,"yes"
"3809",39,"technician","married","secondary","cellular",11,230,3,0,"no"
"3810",53,"blue-collar","single","unknown","unknown",12,140,7,0,"no"
"3811",47,"blue-collar","married","secondary","unknown",26,118,2,0,"no"
"3812",51,"technician","divorced","secondary","cellular",18,151,10,0,"no"
"3813",48,"blue-collar","married","secondary","telephone",9,693,2,0,"no"
"3814",32,"technician","married","secondary","cellular",13,31,1,0,"no"
"3815",36,"management","divorced","tertiary","cellular",26,125,2,0,"no"
"3816",39,"admin.","married","secondary","cellular",12,454,2,3,"yes"
"3817",31,"blue-collar","married","secondary","unknown",23,159,3,0,"no"
"3818",49,"admin.","married","secondary","cellular",5,504,2,0,"no"
"3819",33,"unemployed","divorced","secondary","telephone",27,29,28,0,"no"
"3820",26,"management","single","tertiary","cellular",1,190,1,1,"no"
"3821",27,"blue-collar","married","secondary","unknown",14,332,2,0,"no"
"3822",51,"blue-collar","married","primary","telephone",3,143,4,1,"no"
"3823",26,"admin.","single","secondary","cellular",30,77,1,2,"no"
"3824",45,"admin.","married","secondary","cellular",31,517,4,0,"no"
"3825",54,"technician","married","secondary","cellular",10,2029,1,0,"yes"
"3826",49,"technician","married","tertiary","cellular",25,269,1,0,"no"
"3827",47,"technician","married","secondary","cellular",14,457,2,0,"no"
"3828",42,"housemaid","married","primary","cellular",7,184,1,0,"no"
"3829",50,"entrepreneur","married","tertiary","cellular",18,47,4,0,"no"
"3830",37,"admin.","married","secondary","unknown",28,158,2,0,"no"
"3831",54,"blue-collar","married","primary","telephone",21,168,3,0,"no"
"3832",40,"services","married","secondary","cellular",11,50,1,0,"no"
"3833",50,"services","married","secondary","cellular",14,757,4,0,"no"
"3834",57,"retired","married","secondary","cellular",25,93,4,0,"no"
"3835",33,"technician","married","secondary","cellular",11,285,2,0,"no"
"3836",49,"technician","married","secondary","cellular",20,390,1,0,"no"
"3837",35,"services","married","secondary","cellular",18,146,2,0,"no"
"3838",28,"blue-collar","single","secondary","unknown",28,386,1,0,"no"
"3839",58,"management","married","tertiary","cellular",19,145,7,0,"no"
"3840",31,"admin.","single","secondary","cellular",7,230,1,0,"no"
"3841",36,"management","divorced","tertiary","cellular",16,237,2,1,"no"
"3842",49,"blue-collar","single","primary","cellular",8,474,2,0,"no"
"3843",30,"unemployed","married","secondary","unknown",20,350,4,0,"no"
"3844",29,"services","single","secondary","cellular",28,487,7,0,"no"
"3845",50,"management","married","unknown","unknown",5,1009,2,0,"no"
"3846",26,"student","single","tertiary","cellular",5,87,1,2,"yes"
"3847",27,"housemaid","married","secondary","telephone",23,82,3,0,"no"
"3848",32,"blue-collar","single","secondary","cellular",18,183,1,0,"no"
"3849",34,"blue-collar","single","secondary","unknown",3,115,3,0,"no"
"3850",25,"admin.","single","tertiary","cellular",8,124,2,0,"no"
"3851",34,"management","single","tertiary","unknown",3,633,28,0,"no"
"3852",44,"technician","single","secondary","telephone",20,718,1,0,"yes"
"3853",38,"management","married","tertiary","cellular",2,63,1,0,"no"
"3854",57,"admin.","married","secondary","cellular",14,180,1,2,"no"
"3855",36,"self-employed","married","tertiary","cellular",25,47,1,1,"no"
"3856",41,"entrepreneur","married","secondary","cellular",9,391,1,0,"no"
"3857",36,"management","single","tertiary","unknown",4,85,3,0,"no"
"3858",27,"management","single","tertiary","cellular",15,373,1,0,"no"
"3859",37,"technician","divorced","secondary","cellular",20,289,2,0,"no"
"3860",47,"management","single","tertiary","telephone",10,805,1,1,"yes"
"3861",31,"services","divorced","primary","cellular",7,623,1,1,"yes"
"3862",39,"self-employed","married","secondary","unknown",17,483,1,0,"no"
"3863",35,"admin.","divorced","tertiary","unknown",9,26,2,0,"no"
"3864",40,"blue-collar","married","secondary","unknown",7,112,3,0,"no"
"3865",38,"management","single","tertiary","cellular",17,213,2,0,"no"
"3866",31,"technician","married","secondary","cellular",20,129,1,0,"no"
"3867",36,"blue-collar","married","primary","cellular",15,330,1,4,"yes"
"3868",53,"management","married","primary","unknown",9,104,1,0,"no"
"3869",59,"blue-collar","married","primary","unknown",29,184,1,0,"no"
"3870",29,"management","single","tertiary","cellular",21,120,3,0,"no"
"3871",30,"admin.","single","secondary","unknown",3,159,4,0,"no"
"3872",52,"admin.","married","secondary","unknown",15,391,3,0,"no"
"3873",55,"blue-collar","married","secondary","cellular",12,112,2,0,"no"
"3874",56,"blue-collar","married","primary","unknown",9,76,1,0,"no"
"3875",32,"admin.","married","secondary","unknown",21,189,2,0,"no"
"3876",24,"blue-collar","married","secondary","unknown",28,94,1,0,"no"
"3877",51,"blue-collar","married","primary","unknown",29,184,3,0,"no"
"3878",36,"management","married","tertiary","cellular",7,100,2,0,"no"
"3879",36,"technician","married","tertiary","cellular",28,57,1,0,"no"
"3880",42,"management","married","tertiary","cellular",17,525,3,0,"yes"
"3881",49,"admin.","married","secondary","cellular",21,60,1,0,"no"
"3882",48,"management","married","secondary","unknown",26,251,11,0,"no"
"3883",36,"management","married","secondary","unknown",30,251,3,0,"no"
"3884",48,"management","married","primary","cellular",26,219,6,0,"no"
"3885",30,"technician","married","tertiary","cellular",27,976,12,0,"yes"
"3886",27,"management","single","tertiary","cellular",8,46,1,0,"no"
"3887",38,"entrepreneur","married","tertiary","cellular",18,185,3,0,"no"
"3888",36,"technician","single","secondary","cellular",12,587,2,0,"yes"
"3889",45,"technician","married","secondary","cellular",29,65,2,0,"no"
"3890",44,"housemaid","married","tertiary","unknown",17,491,1,0,"no"
"3891",42,"technician","married","secondary","cellular",11,432,2,0,"no"
"3892",37,"entrepreneur","married","tertiary","cellular",21,102,1,0,"no"
"3893",48,"blue-collar","married","secondary","cellular",17,264,1,1,"no"
"3894",57,"retired","married","primary","cellular",4,75,1,6,"no"
"3895",44,"services","married","secondary","cellular",20,106,2,0,"no"
"3896",48,"technician","married","secondary","cellular",17,81,1,0,"no"
"3897",56,"retired","married","primary","cellular",27,89,23,0,"no"
"3898",37,"management","married","tertiary","unknown",6,95,2,0,"no"
"3899",47,"blue-collar","married","secondary","unknown",15,322,1,0,"no"
"3900",54,"housemaid","married","unknown","cellular",14,94,5,3,"no"
"3901",51,"retired","divorced","secondary","cellular",12,417,1,9,"yes"
"3902",47,"admin.","married","secondary","cellular",18,567,1,3,"yes"
"3903",25,"management","married","tertiary","cellular",18,600,4,4,"yes"
"3904",39,"services","single","secondary","unknown",15,5,1,0,"no"
"3905",40,"management","married","tertiary","cellular",14,464,5,0,"no"
"3906",38,"management","single","tertiary","cellular",1,222,1,0,"no"
"3907",34,"management","married","tertiary","cellular",13,469,1,0,"yes"
"3908",53,"housemaid","married","primary","cellular",15,99,1,0,"no"
"3909",32,"services","married","secondary","unknown",14,297,2,0,"no"
"3910",35,"blue-collar","married","secondary","cellular",20,41,3,0,"no"
"3911",24,"student","single","secondary","cellular",9,390,1,0,"no"
"3912",58,"blue-collar","married","primary","unknown",29,535,2,0,"no"
"3913",49,"management","married","primary","cellular",11,269,2,0,"yes"
"3914",45,"services","single","secondary","cellular",20,1010,3,1,"no"
"3915",55,"management","married","tertiary","cellular",8,73,6,0,"no"
"3916",42,"entrepreneur","married","tertiary","unknown",7,650,1,0,"no"
"3917",28,"admin.","married","secondary","unknown",4,53,2,0,"no"
"3918",48,"blue-collar","married","secondary","unknown",4,270,1,0,"no"
"3919",51,"management","single","tertiary","cellular",18,119,6,0,"no"
"3920",38,"housemaid","married","primary","cellular",26,634,2,0,"no"
"3921",27,"blue-collar","single","secondary","unknown",14,72,2,0,"no"
"3922",50,"technician","single","secondary","cellular",17,270,1,2,"no"
"3923",44,"blue-collar","married","primary","cellular",12,165,2,1,"no"
"3924",40,"management","married","tertiary","cellular",19,164,2,0,"no"
"3925",29,"services","single","secondary","cellular",18,196,1,0,"no"
"3926",34,"services","married","secondary","cellular",14,78,4,0,"no"
"3927",44,"self-employed","single","tertiary","cellular",12,897,4,0,"yes"
"3928",50,"entrepreneur","married","tertiary","cellular",31,22,8,0,"no"
"3929",34,"management","married","tertiary","cellular",21,161,3,0,"no"
"3930",54,"retired","divorced","primary","unknown",20,23,4,0,"no"
"3931",34,"technician","married","tertiary","cellular",11,490,2,0,"no"
"3932",34,"admin.","single","tertiary","cellular",30,359,1,0,"yes"
"3933",52,"blue-collar","married","primary","cellular",29,213,2,0,"no"
"3934",39,"management","single","secondary","unknown",29,587,4,0,"no"
"3935",58,"retired","married","primary","unknown",11,199,6,0,"no"
"3936",41,"technician","divorced","secondary","cellular",20,261,2,0,"no"
"3937",48,"technician","married","secondary","telephone",31,5,3,0,"no"
"3938",58,"management","married","tertiary","cellular",17,1531,1,0,"no"
"3939",40,"self-employed","married","primary","unknown",13,92,1,0,"no"
"3940",48,"management","married","tertiary","cellular",6,179,2,0,"no"
"3941",52,"blue-collar","divorced","primary","unknown",15,41,1,0,"no"
"3942",50,"self-employed","married","secondary","cellular",29,197,2,3,"no"
"3943",25,"technician","single","secondary","cellular",9,144,5,0,"no"
"3944",54,"retired","married","primary","unknown",12,255,1,0,"no"
"3945",34,"services","married","secondary","unknown",8,56,2,0,"no"
"3946",48,"management","married","tertiary","cellular",15,20,6,2,"no"
"3947",37,"admin.","married","tertiary","cellular",11,331,7,0,"no"
"3948",66,"retired","married","tertiary","cellular",28,216,1,4,"yes"
"3949",32,"management","single","tertiary","unknown",8,64,1,0,"no"
"3950",45,"blue-collar","married","secondary","unknown",3,34,1,0,"no"
"3951",43,"blue-collar","single","secondary","cellular",12,68,1,1,"no"
"3952",41,"management","married","tertiary","unknown",7,764,3,0,"no"
"3953",40,"technician","divorced","tertiary","cellular",17,64,1,0,"no"
"3954",44,"services","single","secondary","unknown",8,257,2,0,"no"
"3955",43,"blue-collar","married","primary","cellular",12,58,3,5,"no"
"3956",32,"services","married","secondary","cellular",8,529,5,0,"no"
"3957",57,"admin.","married","secondary","telephone",15,8,7,0,"no"
"3958",31,"blue-collar","single","tertiary","unknown",19,147,1,0,"no"
"3959",31,"admin.","single","secondary","unknown",21,132,1,0,"no"
"3960",41,"admin.","married","tertiary","unknown",16,286,1,0,"no"
"3961",44,"management","married","tertiary","unknown",18,476,1,0,"no"
"3962",54,"entrepreneur","married","unknown","cellular",19,221,5,0,"no"
"3963",37,"blue-collar","divorced","secondary","cellular",21,146,4,0,"yes"
"3964",34,"management","married","secondary","unknown",27,532,2,0,"no"
"3965",43,"technician","married","secondary","cellular",25,69,6,0,"no"
"3966",44,"management","married","tertiary","cellular",17,157,2,1,"no"
"3967",44,"services","married","secondary","cellular",25,485,1,0,"no"
"3968",53,"admin.","divorced","secondary","cellular",7,56,1,1,"no"
"3969",36,"technician","married","secondary","cellular",31,69,1,0,"no"
"3970",58,"technician","divorced","secondary","cellular",5,131,2,0,"no"
"3971",26,"student","single","secondary","unknown",4,95,2,0,"no"
"3972",34,"technician","single","secondary","cellular",19,294,3,0,"no"
"3973",55,"blue-collar","married","primary","cellular",6,146,1,2,"no"
"3974",55,"blue-collar","married","secondary","unknown",30,58,2,0,"no"
"3975",34,"entrepreneur","married","tertiary","unknown",28,249,2,0,"no"
"3976",41,"entrepreneur","divorced","secondary","unknown",20,10,8,0,"no"
"3977",38,"housemaid","divorced","secondary","cellular",27,255,3,1,"yes"
"3978",28,"blue-collar","single","secondary","cellular",3,337,4,0,"no"
"3979",41,"technician","married","secondary","cellular",2,142,1,0,"no"
"3980",30,"admin.","married","tertiary","cellular",24,209,2,0,"no"
"3981",39,"technician","married","unknown","unknown",30,825,2,0,"no"
"3982",41,"admin.","married","secondary","unknown",5,87,1,0,"no"
"3983",36,"technician","married","secondary","unknown",23,219,4,0,"no"
"3984",37,"management","married","tertiary","unknown",21,143,1,0,"no"
"3985",59,"self-employed","married","tertiary","cellular",9,70,1,0,"no"
"3986",26,"technician","single","secondary","unknown",27,371,2,0,"no"
"3987",43,"technician","married","secondary","cellular",4,539,8,5,"no"
"3988",42,"management","married","secondary","cellular",5,176,1,0,"no"
"3989",46,"blue-collar","married","unknown","cellular",5,725,3,0,"yes"
"3990",31,"admin.","married","secondary","cellular",16,101,7,0,"no"
"3991",43,"unemployed","married","secondary","cellular",5,169,2,0,"no"
"3992",48,"blue-collar","single","tertiary","unknown",4,15,1,0,"no"
"3993",41,"blue-collar","married","secondary","cellular",20,234,5,0,"no"
"3994",32,"self-employed","married","tertiary","cellular",22,171,15,0,"no"
"3995",45,"technician","married","tertiary","cellular",28,14,3,0,"no"
"3996",52,"admin.","single","unknown","cellular",24,242,2,0,"yes"
"3997",37,"self-employed","married","secondary","cellular",27,155,15,0,"no"
"3998",38,"blue-collar","divorced","secondary","cellular",11,580,1,1,"no"
"3999",36,"services","single","secondary","unknown",7,223,2,0,"no"
"4000",58,"retired","married","secondary","cellular",18,297,1,0,"no"
"4001",37,"management","married","tertiary","cellular",8,124,2,0,"no"
"4002",30,"technician","single","secondary","cellular",2,465,2,0,"no"
"4003",47,"technician","married","secondary","cellular",10,330,1,0,"no"
"4004",40,"technician","married","secondary","cellular",20,153,2,2,"no"
"4005",42,"management","divorced","tertiary","unknown",19,131,2,0,"no"
"4006",54,"blue-collar","married","secondary","cellular",5,98,1,0,"no"
"4007",53,"entrepreneur","married","primary","telephone",10,230,3,0,"yes"
"4008",33,"blue-collar","divorced","secondary","cellular",22,400,2,0,"no"
"4009",30,"technician","single","tertiary","cellular",30,284,1,1,"no"
"4010",39,"services","divorced","secondary","cellular",17,243,1,0,"no"
"4011",32,"blue-collar","married","secondary","cellular",15,16,9,1,"no"
"4012",34,"technician","single","secondary","cellular",7,274,2,0,"no"
"4013",39,"self-employed","single","tertiary","cellular",30,122,3,0,"no"
"4014",75,"retired","married","secondary","telephone",15,219,2,0,"no"
"4015",33,"admin.","divorced","secondary","cellular",16,301,3,0,"no"
"4016",40,"services","married","secondary","cellular",21,7,8,1,"no"
"4017",37,"technician","married","unknown","unknown",19,374,3,0,"no"
"4018",69,"retired","married","primary","telephone",12,26,1,0,"no"
"4019",52,"unemployed","married","primary","telephone",28,172,1,0,"no"
"4020",31,"admin.","divorced","secondary","cellular",15,332,1,2,"no"
"4021",28,"technician","single","secondary","cellular",22,253,1,5,"no"
"4022",29,"management","single","tertiary","cellular",16,200,2,3,"no"
"4023",46,"services","married","secondary","cellular",19,405,2,0,"no"
"4024",28,"blue-collar","married","secondary","unknown",27,132,2,0,"no"
"4025",41,"admin.","married","secondary","unknown",20,89,1,0,"no"
"4026",42,"technician","divorced","secondary","cellular",5,86,1,0,"no"
"4027",34,"admin.","single","secondary","cellular",7,147,4,0,"no"
"4028",28,"blue-collar","married","secondary","unknown",6,369,2,0,"yes"
"4029",43,"management","single","secondary","unknown",27,64,3,0,"no"
"4030",32,"technician","married","secondary","cellular",26,98,14,0,"no"
"4031",33,"technician","single","tertiary","telephone",29,66,2,0,"no"
"4032",70,"retired","married","secondary","cellular",27,149,2,1,"no"
"4033",36,"services","married","secondary","telephone",26,240,3,4,"no"
"4034",53,"technician","married","secondary","cellular",26,87,6,0,"no"
"4035",30,"blue-collar","single","secondary","cellular",21,816,1,0,"no"
"4036",45,"services","divorced","secondary","unknown",3,155,2,0,"no"
"4037",31,"services","single","secondary","cellular",20,106,2,2,"no"
"4038",28,"admin.","married","secondary","cellular",30,73,3,3,"no"
"4039",45,"blue-collar","married","primary","unknown",23,574,5,0,"no"
"4040",51,"management","married","tertiary","unknown",1,8,1,2,"no"
"4041",53,"management","married","primary","unknown",20,14,3,0,"no"
"4042",40,"technician","married","secondary","unknown",16,731,4,0,"no"
"4043",53,"blue-collar","married","primary","cellular",7,208,1,1,"no"
"4044",31,"blue-collar","divorced","secondary","cellular",29,821,1,0,"no"
"4045",30,"management","married","tertiary","cellular",21,137,4,0,"no"
"4046",53,"entrepreneur","married","secondary","unknown",9,101,3,0,"no"
"4047",40,"blue-collar","married","primary","cellular",14,173,6,23,"no"
"4048",26,"management","single","secondary","unknown",6,582,11,0,"no"
"4049",47,"blue-collar","married","secondary","cellular",21,676,1,0,"no"
"4050",51,"management","married","tertiary","cellular",16,384,1,5,"no"
"4051",45,"unemployed","married","primary","unknown",27,62,2,0,"no"
"4052",35,"management","married","tertiary","cellular",21,295,3,0,"no"
"4053",36,"management","single","tertiary","unknown",23,241,2,0,"no"
"4054",57,"admin.","married","secondary","telephone",8,132,7,0,"no"
"4055",42,"blue-collar","married","primary","telephone",31,175,2,0,"no"
"4056",32,"blue-collar","married","secondary","cellular",16,648,1,1,"yes"
"4057",30,"management","married","tertiary","cellular",29,251,2,0,"yes"
"4058",36,"technician","married","secondary","cellular",14,184,2,0,"no"
"4059",43,"technician","married","secondary","cellular",14,119,3,0,"no"
"4060",69,"retired","single","tertiary","cellular",29,417,1,4,"yes"
"4061",31,"technician","single","tertiary","cellular",15,95,1,0,"no"
"4062",35,"technician","married","secondary","cellular",14,125,2,0,"no"
"4063",26,"entrepreneur","married","tertiary","cellular",6,207,1,2,"no"
"4064",46,"technician","married","secondary","cellular",21,162,5,0,"no"
"4065",30,"technician","married","secondary","cellular",18,176,1,0,"no"
"4066",33,"management","single","tertiary","cellular",22,107,6,0,"no"
"4067",34,"management","married","tertiary","cellular",17,28,1,1,"no"
"4068",48,"blue-collar","married","primary","unknown",15,1231,2,0,"no"
"4069",31,"management","married","tertiary","cellular",20,200,4,0,"no"
"4070",46,"management","divorced","tertiary","unknown",26,103,2,0,"no"
"4071",40,"services","married","secondary","unknown",11,150,2,0,"no"
"4072",39,"entrepreneur","married","secondary","cellular",21,108,7,0,"no"
"4073",33,"technician","single","secondary","cellular",4,124,1,1,"no"
"4074",50,"blue-collar","married","primary","cellular",29,309,2,1,"no"
"4075",84,"retired","divorced","primary","telephone",18,353,3,0,"yes"
"4076",40,"blue-collar","married","primary","telephone",21,742,4,0,"no"
"4077",55,"management","married","tertiary","cellular",4,200,1,0,"no"
"4078",40,"services","divorced","secondary","unknown",30,177,1,0,"no"
"4079",46,"admin.","married","primary","telephone",4,151,2,0,"no"
"4080",43,"self-employed","single","tertiary","unknown",19,147,1,0,"no"
"4081",34,"blue-collar","married","secondary","unknown",29,193,6,0,"no"
"4082",35,"technician","single","secondary","cellular",22,112,2,0,"no"
"4083",57,"retired","married","unknown","unknown",19,108,1,0,"no"
"4084",25,"student","single","secondary","cellular",22,107,2,0,"yes"
"4085",32,"self-employed","married","tertiary","unknown",6,106,2,0,"no"
"4086",52,"retired","single","secondary","cellular",12,463,3,0,"no"
"4087",31,"self-employed","single","tertiary","cellular",20,131,3,0,"no"
"4088",34,"management","married","tertiary","cellular",30,140,2,0,"no"
"4089",42,"technician","divorced","secondary","cellular",19,163,4,0,"no"
"4090",47,"blue-collar","divorced","primary","unknown",3,2456,2,0,"yes"
"4091",50,"self-employed","divorced","tertiary","cellular",20,76,1,0,"yes"
"4092",30,"technician","married","secondary","cellular",16,435,1,0,"yes"
"4093",33,"services","single","secondary","cellular",7,302,1,3,"no"
"4094",56,"technician","single","tertiary","unknown",9,306,1,0,"no"
"4095",34,"admin.","divorced","secondary","cellular",15,259,3,0,"no"
"4096",33,"technician","married","secondary","cellular",8,502,2,0,"no"
"4097",32,"management","single","tertiary","cellular",11,72,2,1,"no"
"4098",34,"management","married","tertiary","cellular",4,265,1,0,"no"
"4099",37,"technician","married","secondary","cellular",31,413,2,0,"no"
"4100",30,"management","married","secondary","cellular",12,756,3,0,"no"
"4101",29,"blue-collar","married","secondary","unknown",14,241,2,0,"no"
"4102",56,"unemployed","divorced","primary","telephone",3,258,2,0,"no"
"4103",31,"management","married","tertiary","cellular",25,137,16,0,"no"
"4104",36,"housemaid","married","secondary","unknown",12,283,1,0,"no"
"4105",51,"blue-collar","divorced","secondary","unknown",30,247,2,0,"no"
"4106",54,"self-employed","divorced","primary","telephone",18,193,4,0,"no"
"4107",37,"management","married","tertiary","cellular",11,129,4,2,"no"
"4108",32,"technician","married","tertiary","cellular",8,209,2,0,"no"
"4109",42,"self-employed","married","tertiary","unknown",17,31,1,0,"no"
"4110",29,"blue-collar","married","secondary","cellular",21,88,5,0,"no"
"4111",52,"blue-collar","married","primary","cellular",12,22,5,0,"no"
"4112",40,"technician","married","secondary","unknown",20,234,5,0,"no"
"4113",30,"services","married","secondary","unknown",3,23,1,0,"no"
"4114",55,"entrepreneur","divorced","secondary","cellular",7,353,2,0,"yes"
"4115",49,"management","married","tertiary","unknown",6,221,2,0,"no"
"4116",33,"technician","married","tertiary","cellular",25,196,1,4,"no"
"4117",32,"services","single","secondary","cellular",20,395,1,0,"no"
"4118",21,"student","single","secondary","cellular",14,126,3,7,"no"
"4119",42,"technician","married","secondary","cellular",3,13,5,0,"no"
"4120",56,"self-employed","married","secondary","cellular",9,170,1,0,"no"
"4121",30,"entrepreneur","single","secondary","cellular",14,358,6,0,"no"
"4122",55,"retired","married","secondary","cellular",28,159,1,0,"no"
"4123",43,"blue-collar","married","primary","cellular",12,225,3,0,"no"
"4124",53,"unemployed","married","secondary","cellular",10,493,1,14,"yes"
"4125",57,"retired","married","secondary","telephone",11,585,1,2,"yes"
"4126",39,"self-employed","single","unknown","unknown",20,13,11,0,"no"
"4127",56,"technician","divorced","tertiary","telephone",20,26,1,0,"no"
"4128",29,"services","single","unknown","unknown",1,161,1,0,"no"
"4129",38,"blue-collar","married","primary","unknown",12,122,1,0,"no"
"4130",59,"management","married","tertiary","cellular",19,456,2,0,"no"
"4131",42,"technician","single","unknown","unknown",3,26,7,0,"no"
"4132",46,"blue-collar","married","primary","unknown",12,51,9,0,"no"
"4133",31,"admin.","married","secondary","cellular",28,37,12,0,"no"
"4134",35,"services","divorced","secondary","cellular",14,150,1,1,"no"
"4135",50,"self-employed","married","secondary","cellular",13,104,10,0,"no"
"4136",42,"blue-collar","married","primary","cellular",13,721,1,0,"no"
"4137",36,"services","single","secondary","unknown",20,9,13,0,"no"
"4138",25,"admin.","single","tertiary","cellular",26,68,1,0,"no"
"4139",42,"management","single","tertiary","cellular",4,74,3,0,"no"
"4140",27,"student","single","tertiary","cellular",11,146,3,1,"no"
"4141",32,"blue-collar","married","primary","unknown",2,777,4,0,"yes"
"4142",57,"management","married","tertiary","unknown",8,339,2,0,"no"
"4143",48,"blue-collar","married","secondary","cellular",13,78,2,0,"no"
"4144",34,"blue-collar","divorced","secondary","unknown",26,248,2,0,"no"
"4145",33,"services","married","secondary","unknown",20,201,1,0,"no"
"4146",26,"technician","single","secondary","unknown",20,18,9,0,"no"
"4147",50,"blue-collar","married","secondary","cellular",26,83,4,0,"no"
"4148",60,"technician","single","tertiary","cellular",8,233,2,0,"no"
"4149",47,"management","married","tertiary","cellular",17,174,2,0,"no"
"4150",31,"management","married","tertiary","cellular",18,89,1,0,"no"
"4151",52,"technician","married","tertiary","cellular",9,145,3,4,"no"
