age,job,marital,education,contact,days_since _signed_in,Time spend on website,Number_of_campaigns,previous_purchases,Purchase_Made
29,self-employed,married,tertiary,cellular,18,167,3,0,no
41,blue-collar,married,primary,cellular,20,220,1,1,no
30,technician,single,tertiary,cellular,18,546,1,0,no
28,student,single,secondary,cellular,23,1124,2,0,yes
26,blue-collar,married,secondary,unknown,8,141,1,0,no
58,management,married,secondary,cellular,27,188,1,2,no
29,management,single,tertiary,cellular,14,107,4,3,no
48,technician,married,secondary,unknown,17,320,4,0,no
35,blue-collar,married,secondary,cellular,15,244,3,0,no
26,services,single,secondary,cellular,22,319,2,0,no
49,blue-collar,married,unknown,unknown,16,147,2,0,no
34,admin.,married,secondary,cellular,3,114,6,5,no
32,services,married,secondary,cellular,18,400,2,0,no
31,admin.,married,secondary,cellular,18,79,3,0,no
48,unemployed,married,primary,unknown,6,29,4,0,no
40,blue-collar,married,secondary,cellular,20,97,2,0,no
42,technician,divorced,secondary,unknown,21,187,5,0,no
48,technician,married,secondary,unknown,14,201,1,0,no
38,services,married,secondary,cellular,2,280,1,1,no
53,management,married,tertiary,unknown,30,150,1,0,no
59,retired,divorced,secondary,cellular,24,129,1,0,no
28,unemployed,single,secondary,cellular,14,516,1,0,no
41,blue-collar,married,primary,unknown,16,127,2,0,no
50,management,single,primary,unknown,17,174,2,0,no
31,admin.,married,secondary,cellular,29,82,5,0,no
30,technician,single,secondary,unknown,3,1516,2,0,no
59,admin.,divorced,secondary,unknown,16,204,1,0,no
33,technician,divorced,secondary,unknown,9,109,1,0,no
35,self-employed,married,secondary,cellular,9,378,1,0,no
30,management,single,tertiary,unknown,27,152,11,0,no
71,retired,married,secondary,cellular,17,185,1,0,yes
30,services,single,primary,cellular,15,317,1,0,no
24,services,married,secondary,unknown,23,27,1,0,no
34,technician,single,secondary,cellular,20,205,6,0,no
34,blue-collar,married,secondary,telephone,19,46,1,2,no
52,admin.,married,secondary,cellular,28,978,2,1,no
33,self-employed,single,secondary,cellular,5,45,5,0,no
38,blue-collar,married,secondary,unknown,17,145,6,0,no
41,admin.,divorced,secondary,cellular,28,138,1,0,no
42,management,divorced,tertiary,unknown,7,720,2,0,no
38,blue-collar,divorced,secondary,unknown,18,362,1,0,no
48,blue-collar,married,primary,cellular,18,90,6,0,no
34,technician,single,secondary,unknown,16,214,1,0,no
46,blue-collar,married,primary,cellular,14,142,3,17,no
33,technician,married,secondary,unknown,29,241,3,0,no
40,management,married,tertiary,telephone,9,148,6,0,no
36,admin.,married,secondary,unknown,19,227,6,0,no
32,technician,single,secondary,cellular,21,126,2,0,no
33,blue-collar,married,secondary,unknown,28,410,1,0,no
55,technician,married,unknown,cellular,29,243,2,0,no
58,management,married,primary,unknown,30,171,2,0,no
25,technician,single,tertiary,unknown,15,147,1,0,no
47,services,married,secondary,unknown,12,91,1,0,no
40,unemployed,married,secondary,cellular,19,332,1,1,no
59,retired,married,secondary,cellular,25,471,2,0,no
40,management,married,tertiary,telephone,4,364,1,1,no
30,management,married,secondary,cellular,7,98,1,2,no
25,entrepreneur,single,tertiary,cellular,15,117,2,0,no
58,retired,married,primary,telephone,14,185,4,0,no
39,entrepreneur,married,unknown,telephone,15,59,3,1,no
40,self-employed,married,tertiary,cellular,18,147,3,0,no
38,blue-collar,married,secondary,unknown,23,553,2,0,no
66,management,single,tertiary,cellular,13,275,1,0,no
47,management,married,tertiary,telephone,6,239,4,0,yes
37,blue-collar,married,secondary,unknown,2,402,9,0,no
36,management,single,tertiary,cellular,7,172,1,1,no
50,blue-collar,married,primary,cellular,19,195,2,0,no
76,retired,married,primary,telephone,9,68,12,0,no
58,management,single,tertiary,cellular,28,82,3,0,no
42,admin.,married,secondary,unknown,5,57,6,0,no
58,services,divorced,secondary,cellular,13,495,1,1,yes
28,self-employed,single,tertiary,cellular,21,479,1,0,no
41,technician,married,secondary,cellular,29,141,2,0,no
30,management,married,tertiary,cellular,19,82,4,0,no
32,management,divorced,tertiary,cellular,10,798,1,5,yes
27,services,single,secondary,cellular,7,232,1,0,no
48,management,married,tertiary,cellular,26,60,5,0,no
36,technician,married,tertiary,unknown,8,103,3,0,no
54,management,married,tertiary,cellular,8,443,1,0,no
36,blue-collar,married,secondary,unknown,9,400,2,0,no
52,housemaid,married,secondary,unknown,5,132,1,0,no
34,technician,divorced,secondary,cellular,18,374,16,0,no
43,technician,married,secondary,cellular,25,363,7,0,yes
32,management,single,tertiary,cellular,8,111,2,0,no
33,management,single,tertiary,cellular,29,130,4,0,no
51,housemaid,married,unknown,telephone,29,308,3,0,no
39,unemployed,married,secondary,unknown,3,116,1,0,no
44,management,single,tertiary,cellular,9,160,2,0,no
49,housemaid,divorced,primary,unknown,13,205,3,0,no
25,technician,married,tertiary,cellular,12,185,2,0,no
39,self-employed,married,secondary,cellular,20,61,2,4,no
54,technician,married,secondary,telephone,14,159,2,6,no
32,management,single,tertiary,cellular,18,213,1,6,no
36,management,married,tertiary,unknown,20,294,15,0,no
54,technician,married,secondary,cellular,10,140,3,0,no
31,technician,married,secondary,cellular,28,71,1,9,no
45,services,married,secondary,cellular,8,47,7,0,no
31,admin.,single,secondary,cellular,16,570,2,0,no
45,technician,married,secondary,cellular,14,287,2,0,no
33,services,divorced,secondary,cellular,23,130,1,1,yes
46,management,divorced,tertiary,cellular,14,201,1,1,no
50,management,married,tertiary,cellular,4,70,5,5,no
44,management,divorced,tertiary,cellular,22,54,2,0,no
42,services,married,secondary,unknown,27,22,16,0,no
26,blue-collar,single,secondary,cellular,30,103,3,0,no
47,admin.,single,secondary,cellular,6,104,1,1,no
48,blue-collar,married,primary,telephone,18,29,2,0,no
60,blue-collar,married,unknown,unknown,12,57,2,0,no
27,admin.,divorced,secondary,unknown,4,236,1,0,no
30,unemployed,single,tertiary,cellular,11,528,3,0,yes
28,admin.,single,secondary,cellular,31,68,2,0,no
58,retired,married,primary,telephone,7,876,1,0,yes
37,entrepreneur,married,tertiary,cellular,1,76,1,0,no
36,services,married,secondary,unknown,26,99,1,0,no
39,technician,married,secondary,cellular,18,122,3,4,no
52,unemployed,married,primary,cellular,29,141,1,0,no
55,retired,married,secondary,unknown,29,58,2,0,no
30,management,single,tertiary,cellular,30,78,3,0,no
36,blue-collar,single,secondary,unknown,3,435,3,0,no
39,admin.,married,secondary,cellular,15,123,2,1,no
47,blue-collar,married,primary,telephone,28,210,3,0,no
42,housemaid,single,primary,unknown,15,54,2,0,no
42,management,married,secondary,unknown,20,138,4,0,no
58,retired,married,secondary,cellular,29,336,7,0,no
68,retired,married,secondary,cellular,4,249,1,0,yes
43,technician,married,secondary,unknown,28,63,1,0,no
44,blue-collar,married,secondary,unknown,5,257,1,0,no
49,technician,married,tertiary,cellular,5,875,2,0,yes
57,retired,married,tertiary,unknown,14,191,2,0,no
61,self-employed,divorced,tertiary,cellular,24,481,2,0,yes
36,admin.,single,secondary,cellular,18,120,2,0,no
31,blue-collar,married,secondary,cellular,13,207,1,0,no
51,technician,married,tertiary,telephone,5,303,2,0,no
31,technician,single,tertiary,cellular,21,93,2,0,no
56,blue-collar,married,primary,cellular,3,128,1,0,no
30,technician,single,tertiary,cellular,21,194,2,0,no
38,services,married,secondary,unknown,30,408,2,0,no
35,services,married,secondary,cellular,31,5,3,0,no
31,blue-collar,married,unknown,cellular,17,231,2,0,no
39,admin.,divorced,secondary,unknown,20,20,3,0,no
50,management,married,tertiary,cellular,14,218,3,9,no
39,technician,married,tertiary,unknown,23,36,2,0,no
26,admin.,married,secondary,cellular,16,136,8,0,no
55,technician,married,secondary,cellular,19,336,1,0,no
43,blue-collar,divorced,primary,cellular,8,192,1,0,no
34,housemaid,married,tertiary,cellular,26,141,1,1,no
51,self-employed,married,primary,unknown,17,65,2,0,no
31,management,married,tertiary,cellular,30,203,2,3,no
32,management,married,tertiary,cellular,26,104,9,0,no
53,technician,married,secondary,unknown,14,230,1,0,no
44,management,divorced,tertiary,cellular,10,71,1,0,no
38,entrepreneur,married,tertiary,unknown,21,205,2,0,no
47,self-employed,married,tertiary,unknown,14,162,1,0,no
36,management,married,tertiary,unknown,27,145,2,0,no
30,management,single,tertiary,unknown,3,220,2,0,no
46,blue-collar,married,secondary,telephone,6,309,3,4,no
33,entrepreneur,married,secondary,unknown,27,421,3,0,no
43,blue-collar,married,secondary,cellular,8,261,1,1,yes
38,management,married,tertiary,cellular,13,132,2,0,no
27,technician,single,secondary,cellular,30,273,1,1,no
38,management,married,unknown,cellular,25,349,2,1,yes
41,unemployed,married,tertiary,unknown,9,291,3,0,no
29,technician,married,secondary,cellular,28,83,6,0,no
39,services,married,secondary,unknown,20,793,2,0,no
42,blue-collar,single,primary,cellular,5,119,1,8,no
47,services,married,secondary,unknown,16,312,1,0,no
30,blue-collar,single,secondary,unknown,14,103,6,0,no
34,admin.,married,secondary,cellular,16,101,3,0,no
45,housemaid,married,primary,unknown,20,48,1,0,no
43,admin.,married,secondary,cellular,21,228,3,0,no
59,blue-collar,married,primary,unknown,20,81,3,0,no
50,technician,married,secondary,cellular,7,152,2,0,no
39,blue-collar,married,secondary,unknown,23,160,3,0,no
36,technician,married,secondary,unknown,27,59,1,0,no
44,blue-collar,married,secondary,cellular,21,297,1,0,no
36,technician,married,tertiary,cellular,22,147,2,0,no
27,management,single,tertiary,cellular,4,143,1,0,no
29,services,married,secondary,unknown,28,75,1,0,no
70,retired,married,secondary,telephone,14,338,3,2,no
44,management,married,tertiary,unknown,11,29,2,0,no
55,management,married,tertiary,unknown,14,159,2,0,no
36,technician,divorced,secondary,unknown,2,85,8,0,no
28,technician,single,secondary,cellular,11,15,7,0,no
50,management,divorced,tertiary,cellular,8,198,2,5,no
49,technician,married,secondary,unknown,19,114,2,0,no
71,retired,divorced,tertiary,cellular,12,1117,2,0,no
31,admin.,single,secondary,cellular,3,343,2,0,no
45,management,single,tertiary,cellular,31,59,2,0,no
42,blue-collar,married,secondary,cellular,9,31,1,0,no
45,admin.,married,secondary,cellular,16,212,2,0,no
47,technician,married,primary,unknown,7,157,6,0,no
60,retired,divorced,secondary,cellular,8,96,1,0,no
35,management,married,tertiary,unknown,27,245,2,0,no
31,technician,single,tertiary,cellular,11,72,4,0,no
33,blue-collar,married,primary,cellular,16,700,1,0,no
50,self-employed,married,tertiary,cellular,15,107,1,4,no
51,blue-collar,married,secondary,cellular,18,312,3,0,no
34,technician,married,secondary,cellular,4,153,1,3,no
56,services,married,secondary,cellular,23,55,10,0,no
29,services,married,secondary,telephone,13,38,3,0,no
31,blue-collar,married,secondary,cellular,14,96,3,0,no
44,technician,divorced,unknown,unknown,23,397,1,0,no
55,retired,married,secondary,telephone,30,208,3,0,no
35,student,single,unknown,telephone,28,122,3,0,no
36,technician,married,tertiary,cellular,29,109,1,1,no
54,retired,married,secondary,unknown,26,74,1,0,no
32,management,married,tertiary,cellular,22,72,1,0,no
36,management,divorced,tertiary,cellular,5,383,2,0,no
60,retired,married,secondary,unknown,12,113,3,0,no
32,technician,single,secondary,unknown,4,400,1,0,no
57,management,married,tertiary,cellular,19,387,8,0,no
34,blue-collar,married,primary,cellular,18,59,2,0,no
27,student,single,secondary,cellular,13,528,1,2,no
52,management,single,tertiary,cellular,26,1223,6,0,yes
45,admin.,divorced,unknown,telephone,30,38,2,0,no
58,admin.,single,secondary,cellular,4,1139,2,1,no
39,blue-collar,single,primary,cellular,19,286,2,0,no
48,blue-collar,single,secondary,cellular,3,369,2,0,no
36,management,single,secondary,cellular,13,333,5,0,no
31,technician,single,secondary,cellular,8,198,1,0,no
41,management,married,tertiary,cellular,26,106,8,0,no
30,self-employed,single,secondary,cellular,22,423,1,0,no
57,retired,married,tertiary,cellular,12,116,4,0,no
29,admin.,single,secondary,unknown,19,30,1,1,yes
29,services,divorced,secondary,cellular,13,1101,2,0,yes
30,management,single,tertiary,cellular,16,102,1,1,no
44,management,married,tertiary,cellular,6,384,6,0,no
33,student,single,unknown,cellular,4,156,2,8,no
56,admin.,divorced,secondary,telephone,17,99,3,0,no
26,services,single,secondary,telephone,18,280,6,5,yes
52,technician,married,secondary,telephone,29,20,2,0,no
32,management,single,secondary,unknown,2,258,1,0,no
36,technician,single,secondary,cellular,29,85,6,0,no
26,blue-collar,married,secondary,unknown,4,355,1,0,no
37,blue-collar,married,secondary,unknown,5,66,3,0,no
34,technician,married,secondary,cellular,18,467,1,0,no
26,services,single,secondary,cellular,7,582,2,4,no
32,services,married,secondary,cellular,15,744,1,0,yes
30,management,single,tertiary,cellular,30,185,4,0,no
27,technician,single,secondary,cellular,12,13,5,0,no
42,admin.,single,secondary,cellular,4,98,1,3,no
33,blue-collar,single,primary,unknown,9,127,1,0,no
37,blue-collar,married,secondary,unknown,3,45,2,0,no
45,blue-collar,married,secondary,cellular,29,244,3,0,no
36,entrepreneur,married,tertiary,unknown,16,2769,4,0,yes
39,management,single,tertiary,cellular,12,561,4,3,no
33,management,single,tertiary,cellular,22,182,1,0,no
47,services,married,secondary,cellular,22,618,1,0,no
49,entrepreneur,married,secondary,unknown,6,198,3,0,no
46,management,divorced,secondary,cellular,19,126,6,0,no
31,services,married,secondary,cellular,16,715,1,0,no
43,unemployed,divorced,secondary,cellular,21,63,1,0,no
30,blue-collar,single,secondary,unknown,21,412,1,0,yes
43,management,divorced,tertiary,cellular,13,66,1,22,no
42,blue-collar,married,secondary,cellular,17,96,1,0,no
30,admin.,single,tertiary,cellular,30,633,1,2,yes
33,management,single,tertiary,unknown,5,364,1,0,no
41,admin.,married,secondary,unknown,30,298,3,0,no
29,blue-collar,single,secondary,cellular,17,341,1,0,no
38,unemployed,married,secondary,unknown,26,364,1,0,no
29,technician,married,tertiary,cellular,12,234,7,1,no
80,housemaid,married,primary,cellular,23,639,1,1,yes
38,management,single,tertiary,cellular,8,310,4,0,no
36,blue-collar,divorced,primary,unknown,2,123,4,0,no
38,self-employed,married,tertiary,cellular,2,253,1,0,no
44,management,married,secondary,cellular,11,96,2,0,no
31,management,married,tertiary,cellular,30,297,1,3,yes
31,services,single,secondary,unknown,26,501,2,0,no
57,admin.,divorced,primary,cellular,15,67,1,2,no
37,blue-collar,married,primary,unknown,21,281,1,0,no
50,blue-collar,married,secondary,cellular,5,475,2,0,no
60,retired,married,primary,cellular,6,205,1,0,no
51,management,married,tertiary,cellular,8,272,1,8,no
48,blue-collar,married,secondary,cellular,15,349,1,0,no
42,blue-collar,married,primary,cellular,3,216,4,5,no
36,blue-collar,married,secondary,cellular,9,183,1,0,no
43,management,married,tertiary,cellular,8,130,1,2,no
31,admin.,married,primary,unknown,4,61,6,0,no
49,technician,single,secondary,unknown,6,92,2,0,no
35,management,divorced,tertiary,cellular,5,37,2,0,no
44,entrepreneur,married,secondary,cellular,19,354,2,0,no
34,self-employed,married,tertiary,cellular,4,203,1,8,no
46,blue-collar,married,secondary,unknown,13,152,1,0,no
49,blue-collar,married,primary,unknown,2,41,5,0,no
32,blue-collar,married,secondary,cellular,4,20,5,0,no
35,management,divorced,tertiary,cellular,11,277,1,2,no
51,admin.,married,secondary,unknown,17,83,2,0,no
57,retired,divorced,secondary,unknown,6,531,1,0,no
59,management,married,tertiary,telephone,28,91,5,0,no
40,services,divorced,unknown,unknown,5,315,1,0,no
49,management,single,tertiary,cellular,28,70,9,0,no
51,management,married,secondary,cellular,9,384,1,0,no
35,admin.,married,secondary,unknown,4,105,3,0,no
29,self-employed,married,secondary,unknown,27,305,2,0,no
32,services,single,secondary,cellular,25,158,2,0,yes
37,housemaid,divorced,secondary,cellular,13,199,1,2,no
49,unemployed,married,primary,unknown,27,25,1,0,no
45,technician,married,unknown,unknown,27,147,1,0,no
34,technician,single,secondary,cellular,29,538,8,0,no
53,technician,married,secondary,cellular,22,77,9,0,no
42,entrepreneur,married,primary,cellular,20,94,2,0,no
43,technician,married,secondary,unknown,13,1721,2,0,yes
52,retired,married,secondary,cellular,19,143,1,3,no
34,blue-collar,single,secondary,cellular,20,104,1,0,no
34,technician,divorced,tertiary,cellular,7,587,2,0,yes
27,services,married,secondary,cellular,22,1608,13,0,yes
43,unemployed,married,tertiary,cellular,9,48,4,0,no
41,technician,married,tertiary,cellular,9,74,1,0,no
72,retired,married,secondary,cellular,12,427,1,0,no
35,blue-collar,married,primary,cellular,14,73,1,0,no
41,management,married,tertiary,unknown,3,14,21,0,no
36,blue-collar,divorced,primary,cellular,12,725,1,0,yes
51,housemaid,married,primary,cellular,14,333,2,0,no
37,self-employed,married,tertiary,cellular,13,244,6,0,no
42,admin.,single,secondary,telephone,21,519,1,1,yes
26,admin.,single,secondary,cellular,22,242,7,0,no
23,services,single,secondary,cellular,18,222,1,0,no
50,management,married,tertiary,cellular,19,130,2,1,no
37,blue-collar,married,secondary,cellular,7,490,1,0,no
35,management,married,tertiary,cellular,20,258,2,0,no
37,management,married,tertiary,cellular,29,337,2,0,no
79,retired,divorced,unknown,telephone,8,220,7,2,no
39,technician,married,secondary,cellular,24,79,2,2,no
47,services,married,secondary,telephone,9,250,1,0,no
44,blue-collar,married,secondary,cellular,2,130,1,0,no
36,management,single,tertiary,cellular,18,882,8,0,yes
33,blue-collar,single,secondary,cellular,17,515,1,1,no
42,services,married,secondary,cellular,5,238,3,2,no
35,technician,single,tertiary,telephone,28,32,2,0,no
31,blue-collar,married,secondary,unknown,13,907,2,0,no
58,services,married,primary,unknown,27,162,1,0,no
46,management,married,tertiary,unknown,7,70,2,0,no
41,admin.,single,secondary,unknown,4,99,6,0,no
58,technician,married,secondary,unknown,13,325,1,0,no
33,blue-collar,married,secondary,cellular,18,305,12,0,no
31,unemployed,married,secondary,cellular,19,631,1,0,no
55,technician,divorced,secondary,cellular,10,169,1,1,yes
38,technician,single,secondary,cellular,28,61,2,0,no
55,housemaid,married,secondary,cellular,22,256,2,0,no
47,management,single,tertiary,unknown,11,58,3,0,no
51,housemaid,married,primary,unknown,20,142,3,0,no
46,management,single,tertiary,telephone,4,36,6,2,no
61,management,married,tertiary,cellular,10,106,1,0,yes
47,management,single,tertiary,cellular,21,71,4,0,no
34,technician,married,secondary,cellular,25,132,6,0,no
34,blue-collar,married,secondary,unknown,20,120,1,0,no
41,management,divorced,tertiary,cellular,14,181,2,1,no
36,blue-collar,divorced,secondary,unknown,5,152,2,0,no
26,blue-collar,single,secondary,unknown,28,302,1,0,no
35,management,married,tertiary,cellular,23,93,3,0,yes
36,blue-collar,married,secondary,unknown,17,235,2,0,no
26,management,single,tertiary,cellular,15,129,1,0,yes
58,management,married,primary,cellular,11,94,2,0,no
50,blue-collar,married,secondary,cellular,7,310,1,0,no
61,retired,married,secondary,cellular,15,195,7,0,no
28,technician,single,secondary,unknown,21,196,1,0,no
49,blue-collar,single,primary,unknown,15,93,1,0,no
74,retired,married,secondary,telephone,17,394,2,0,yes
53,blue-collar,married,secondary,cellular,3,288,3,0,no
46,self-employed,married,secondary,cellular,31,208,2,0,no
47,management,married,tertiary,cellular,27,508,1,0,yes
42,blue-collar,single,primary,cellular,30,86,2,0,no
56,services,married,secondary,cellular,21,189,1,0,no
42,technician,married,secondary,unknown,29,249,2,0,no
49,housemaid,married,primary,cellular,21,450,1,0,no
43,unemployed,single,unknown,cellular,22,680,1,1,no
39,services,married,secondary,unknown,20,175,2,0,no
66,retired,married,primary,cellular,9,479,1,0,yes
30,technician,single,tertiary,cellular,5,270,3,4,no
38,management,single,tertiary,cellular,24,164,1,0,no
31,blue-collar,married,secondary,cellular,20,158,1,1,no
32,technician,married,secondary,cellular,8,50,4,0,no
48,technician,married,secondary,cellular,6,80,2,0,no
34,admin.,married,tertiary,cellular,6,45,1,0,no
28,student,single,secondary,cellular,29,220,2,0,no
40,admin.,single,secondary,unknown,18,161,2,0,no
36,entrepreneur,married,secondary,unknown,20,98,1,0,no
52,retired,married,secondary,unknown,9,79,1,0,no
46,admin.,married,primary,unknown,6,157,2,0,no
25,technician,single,secondary,cellular,21,339,1,0,no
52,blue-collar,married,secondary,unknown,13,274,2,0,no
40,blue-collar,married,primary,unknown,14,977,1,0,no
26,management,divorced,tertiary,unknown,12,127,2,0,no
26,blue-collar,single,primary,unknown,4,329,4,0,no
35,self-employed,single,secondary,telephone,21,1441,3,0,no
40,admin.,single,secondary,unknown,6,231,1,0,no
31,management,married,tertiary,cellular,13,96,2,5,no
32,admin.,married,secondary,cellular,18,213,1,1,no
33,admin.,married,secondary,cellular,30,335,1,0,yes
53,services,divorced,secondary,cellular,14,959,3,7,yes
46,technician,divorced,secondary,cellular,7,429,3,0,yes
28,management,single,tertiary,cellular,28,383,6,0,no
31,blue-collar,married,secondary,unknown,2,40,1,0,no
44,blue-collar,married,primary,unknown,7,110,2,0,no
35,admin.,married,secondary,unknown,7,326,1,0,no
50,technician,divorced,unknown,unknown,28,179,3,0,no
32,technician,married,secondary,cellular,25,132,8,0,no
51,admin.,married,secondary,cellular,16,95,1,0,no
51,management,married,tertiary,cellular,14,248,2,0,no
31,blue-collar,married,unknown,cellular,3,100,3,2,no
41,admin.,divorced,secondary,unknown,28,226,10,0,no
57,technician,married,tertiary,unknown,20,174,3,0,no
34,management,single,tertiary,cellular,20,29,3,1,no
47,technician,married,secondary,unknown,28,176,2,0,no
47,admin.,divorced,secondary,cellular,11,106,2,0,no
36,self-employed,married,secondary,cellular,19,136,1,1,no
29,housemaid,single,tertiary,cellular,5,110,2,2,yes
39,technician,married,secondary,cellular,11,230,3,0,no
53,blue-collar,single,unknown,unknown,12,140,7,0,no
47,blue-collar,married,secondary,unknown,26,118,2,0,no
51,technician,divorced,secondary,cellular,18,151,10,0,no
48,blue-collar,married,secondary,telephone,9,693,2,0,no
32,technician,married,secondary,cellular,13,31,1,0,no
36,management,divorced,tertiary,cellular,26,125,2,0,no
39,admin.,married,secondary,cellular,12,454,2,3,yes
31,blue-collar,married,secondary,unknown,23,159,3,0,no
49,admin.,married,secondary,cellular,5,504,2,0,no
33,unemployed,divorced,secondary,telephone,27,29,28,0,no
26,management,single,tertiary,cellular,1,190,1,1,no
27,blue-collar,married,secondary,unknown,14,332,2,0,no
51,blue-collar,married,primary,telephone,3,143,4,1,no
26,admin.,single,secondary,cellular,30,77,1,2,no
45,admin.,married,secondary,cellular,31,517,4,0,no
54,technician,married,secondary,cellular,10,2029,1,0,yes
49,technician,married,tertiary,cellular,25,269,1,0,no
47,technician,married,secondary,cellular,14,457,2,0,no
42,housemaid,married,primary,cellular,7,184,1,0,no
50,entrepreneur,married,tertiary,cellular,18,47,4,0,no
37,admin.,married,secondary,unknown,28,158,2,0,no
54,blue-collar,married,primary,telephone,21,168,3,0,no
40,services,married,secondary,cellular,11,50,1,0,no
50,services,married,secondary,cellular,14,757,4,0,no
57,retired,married,secondary,cellular,25,93,4,0,no
33,technician,married,secondary,cellular,11,285,2,0,no
49,technician,married,secondary,cellular,20,390,1,0,no
35,services,married,secondary,cellular,18,146,2,0,no
28,blue-collar,single,secondary,unknown,28,386,1,0,no
58,management,married,tertiary,cellular,19,145,7,0,no
31,admin.,single,secondary,cellular,7,230,1,0,no
36,management,divorced,tertiary,cellular,16,237,2,1,no
49,blue-collar,single,primary,cellular,8,474,2,0,no
30,unemployed,married,secondary,unknown,20,350,4,0,no
29,services,single,secondary,cellular,28,487,7,0,no
50,management,married,unknown,unknown,5,1009,2,0,no
26,student,single,tertiary,cellular,5,87,1,2,yes
27,housemaid,married,secondary,telephone,23,82,3,0,no
32,blue-collar,single,secondary,cellular,18,183,1,0,no
34,blue-collar,single,secondary,unknown,3,115,3,0,no
25,admin.,single,tertiary,cellular,8,124,2,0,no
34,management,single,tertiary,unknown,3,633,28,0,no
44,technician,single,secondary,telephone,20,718,1,0,yes
38,management,married,tertiary,cellular,2,63,1,0,no
57,admin.,married,secondary,cellular,14,180,1,2,no
36,self-employed,married,tertiary,cellular,25,47,1,1,no
41,entrepreneur,married,secondary,cellular,9,391,1,0,no
36,management,single,tertiary,unknown,4,85,3,0,no
27,management,single,tertiary,cellular,15,373,1,0,no
37,technician,divorced,secondary,cellular,20,289,2,0,no
47,management,single,tertiary,telephone,10,805,1,1,yes
31,services,divorced,primary,cellular,7,623,1,1,yes
39,self-employed,married,secondary,unknown,17,483,1,0,no
35,admin.,divorced,tertiary,unknown,9,26,2,0,no
40,blue-collar,married,secondary,unknown,7,112,3,0,no
38,management,single,tertiary,cellular,17,213,2,0,no
31,technician,married,secondary,cellular,20,129,1,0,no
36,blue-collar,married,primary,cellular,15,330,1,4,yes
53,management,married,primary,unknown,9,104,1,0,no
59,blue-collar,married,primary,unknown,29,184,1,0,no
29,management,single,tertiary,cellular,21,120,3,0,no
30,admin.,single,secondary,unknown,3,159,4,0,no
52,admin.,married,secondary,unknown,15,391,3,0,no
55,blue-collar,married,secondary,cellular,12,112,2,0,no
56,blue-collar,married,primary,unknown,9,76,1,0,no
32,admin.,married,secondary,unknown,21,189,2,0,no
24,blue-collar,married,secondary,unknown,28,94,1,0,no
51,blue-collar,married,primary,unknown,29,184,3,0,no
36,management,married,tertiary,cellular,7,100,2,0,no
36,technician,married,tertiary,cellular,28,57,1,0,no
42,management,married,tertiary,cellular,17,525,3,0,yes
49,admin.,married,secondary,cellular,21,60,1,0,no
48,management,married,secondary,unknown,26,251,11,0,no
36,management,married,secondary,unknown,30,251,3,0,no
48,management,married,primary,cellular,26,219,6,0,no
30,technician,married,tertiary,cellular,27,976,12,0,yes
27,management,single,tertiary,cellular,8,46,1,0,no
38,entrepreneur,married,tertiary,cellular,18,185,3,0,no
36,technician,single,secondary,cellular,12,587,2,0,yes
45,technician,married,secondary,cellular,29,65,2,0,no
44,housemaid,married,tertiary,unknown,17,491,1,0,no
42,technician,married,secondary,cellular,11,432,2,0,no
37,entrepreneur,married,tertiary,cellular,21,102,1,0,no
48,blue-collar,married,secondary,cellular,17,264,1,1,no
57,retired,married,primary,cellular,4,75,1,6,no
44,services,married,secondary,cellular,20,106,2,0,no
48,technician,married,secondary,cellular,17,81,1,0,no
56,retired,married,primary,cellular,27,89,23,0,no
37,management,married,tertiary,unknown,6,95,2,0,no
47,blue-collar,married,secondary,unknown,15,322,1,0,no
54,housemaid,married,unknown,cellular,14,94,5,3,no
51,retired,divorced,secondary,cellular,12,417,1,9,yes
47,admin.,married,secondary,cellular,18,567,1,3,yes
25,management,married,tertiary,cellular,18,600,4,4,yes
39,services,single,secondary,unknown,15,5,1,0,no
40,management,married,tertiary,cellular,14,464,5,0,no
38,management,single,tertiary,cellular,1,222,1,0,no
34,management,married,tertiary,cellular,13,469,1,0,yes
53,housemaid,married,primary,cellular,15,99,1,0,no
32,services,married,secondary,unknown,14,297,2,0,no
35,blue-collar,married,secondary,cellular,20,41,3,0,no
24,student,single,secondary,cellular,9,390,1,0,no
58,blue-collar,married,primary,unknown,29,535,2,0,no
49,management,married,primary,cellular,11,269,2,0,yes
45,services,single,secondary,cellular,20,1010,3,1,no
55,management,married,tertiary,cellular,8,73,6,0,no
42,entrepreneur,married,tertiary,unknown,7,650,1,0,no
28,admin.,married,secondary,unknown,4,53,2,0,no
48,blue-collar,married,secondary,unknown,4,270,1,0,no
51,management,single,tertiary,cellular,18,119,6,0,no
38,housemaid,married,primary,cellular,26,634,2,0,no
27,blue-collar,single,secondary,unknown,14,72,2,0,no
50,technician,single,secondary,cellular,17,270,1,2,no
44,blue-collar,married,primary,cellular,12,165,2,1,no
40,management,married,tertiary,cellular,19,164,2,0,no
29,services,single,secondary,cellular,18,196,1,0,no
34,services,married,secondary,cellular,14,78,4,0,no
44,self-employed,single,tertiary,cellular,12,897,4,0,yes
50,entrepreneur,married,tertiary,cellular,31,22,8,0,no
34,management,married,tertiary,cellular,21,161,3,0,no
54,retired,divorced,primary,unknown,20,23,4,0,no
34,technician,married,tertiary,cellular,11,490,2,0,no
34,admin.,single,tertiary,cellular,30,359,1,0,yes
