"","age","days_since._signed_in","Time.spend.on.website","Number_of_campaigns","previous_purchases","Purchase_Made","admin.","bluecollar","entrepreneur","housemaid","management","retired","selfemployed","services","student","technician","married","single","primary","secondary","tertiary","cellular","telephone"
"3634",36,29,85,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"3635",26,4,355,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3636",37,5,66,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3637",34,18,467,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"3638",26,7,582,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"3639",32,15,744,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"3640",30,30,185,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"3641",27,12,13,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"3642",42,4,98,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"3643",33,9,127,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"3644",37,3,45,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3645",45,29,244,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3646",36,16,2769,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"3647",39,12,561,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"3648",33,22,182,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"3649",47,22,618,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"3650",49,6,198,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3651",46,19,126,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"3652",31,16,715,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"3653",43,21,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"3654",30,21,412,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3655",43,13,66,1,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"3656",42,17,96,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3657",30,30,633,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"3658",33,5,364,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"3659",41,30,298,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3660",29,17,341,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"3661",38,26,364,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3662",29,12,234,7,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"3663",80,23,639,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
"3664",38,8,310,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"3665",36,2,123,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3666",38,2,253,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
"3667",44,11,96,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"3668",31,30,297,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"3669",31,26,501,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"3670",57,15,67,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"3671",37,21,281,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"3672",50,5,475,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3673",60,6,205,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
"3674",51,8,272,1,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"3675",48,15,349,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3676",42,3,216,4,5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"3677",36,9,183,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3678",43,8,130,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"3679",31,4,61,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"3680",49,6,92,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"3681",35,5,37,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"3682",44,19,354,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3683",34,4,203,1,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
"3684",46,13,152,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3685",49,2,41,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"3686",32,4,20,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3687",35,11,277,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"3688",51,17,83,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3689",57,6,531,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"3690",59,28,91,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
"3691",40,5,315,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3692",49,28,70,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"3693",51,9,384,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
"3694",35,4,105,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3695",29,27,305,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"3696",32,25,158,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"3697",37,13,199,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"3698",49,27,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"3699",45,27,147,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"3700",34,29,538,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"3701",53,22,77,9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"3702",42,20,94,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"3703",43,13,1721,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"3704",52,19,143,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"3705",34,20,104,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"3706",34,7,587,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"3707",27,22,1608,13,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"3708",43,9,48,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"3709",41,9,74,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"3710",72,12,427,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"3711",35,14,73,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"3712",41,3,14,21,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"3713",36,12,725,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"3714",51,14,333,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
"3715",37,13,244,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
"3716",42,21,519,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"3717",26,22,242,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"3718",23,18,222,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"3719",50,19,130,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"3720",37,7,490,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3721",35,20,258,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"3722",37,29,337,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"3723",79,8,220,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"3724",39,24,79,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"3725",47,9,250,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"3726",44,2,130,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3727",36,18,882,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"3728",33,17,515,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"3729",42,5,238,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"3730",35,28,32,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
"3731",31,13,907,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3732",58,27,162,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"3733",46,7,70,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"3734",41,4,99,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3735",58,13,325,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"3736",33,18,305,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3737",31,19,631,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3738",55,10,169,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"3739",38,28,61,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"3740",55,22,256,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
"3741",47,11,58,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"3742",51,20,142,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"3743",46,4,36,6,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
"3744",61,10,106,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"3745",47,21,71,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"3746",34,25,132,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"3747",34,20,120,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3748",41,14,181,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"3749",36,5,152,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3750",26,28,302,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3751",35,23,93,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"3752",36,17,235,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3753",26,15,129,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"3754",58,11,94,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
"3755",50,7,310,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3756",61,15,195,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"3757",28,21,196,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"3758",49,15,93,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"3759",74,17,394,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
"3760",53,3,288,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3761",46,31,208,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
"3762",47,27,508,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"3763",42,30,86,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"3764",56,21,189,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"3765",42,29,249,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"3766",49,21,450,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
"3767",43,22,680,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"3768",39,20,175,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"3769",66,9,479,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
"3770",30,5,270,3,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"3771",38,24,164,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"3772",31,20,158,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3773",32,8,50,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"3774",48,6,80,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"3775",34,6,45,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"3776",28,29,220,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
"3777",40,18,161,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3778",36,20,98,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3779",52,9,79,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"3780",46,6,157,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"3781",25,21,339,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"3782",52,13,274,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3783",40,14,977,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"3784",26,12,127,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"3785",26,4,329,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"3786",35,21,1441,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
"3787",40,6,231,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3788",31,13,96,2,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"3789",32,18,213,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3790",33,30,335,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3791",53,14,959,3,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"3792",46,7,429,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"3793",28,28,383,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"3794",31,2,40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3795",44,7,110,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"3796",35,7,326,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3797",50,28,179,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3798",32,25,132,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"3799",51,16,95,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3800",51,14,248,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"3801",31,3,100,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"3802",41,28,226,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3803",57,20,174,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"3804",34,20,29,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"3805",47,28,176,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"3806",47,11,106,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"3807",36,19,136,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
"3808",29,5,110,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
"3809",39,11,230,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"3810",53,12,140,7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3811",47,26,118,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3812",51,18,151,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"3813",48,9,693,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"3814",32,13,31,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"3815",36,26,125,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"3816",39,12,454,2,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3817",31,23,159,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3818",49,5,504,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3819",33,27,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"3820",26,1,190,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"3821",27,14,332,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3822",51,3,143,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"3823",26,30,77,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"3824",45,31,517,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3825",54,10,2029,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"3826",49,25,269,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"3827",47,14,457,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"3828",42,7,184,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
"3829",50,18,47,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"3830",37,28,158,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3831",54,21,168,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"3832",40,11,50,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"3833",50,14,757,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"3834",57,25,93,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
"3835",33,11,285,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"3836",49,20,390,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"3837",35,18,146,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"3838",28,28,386,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3839",58,19,145,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"3840",31,7,230,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"3841",36,16,237,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"3842",49,8,474,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"3843",30,20,350,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3844",29,28,487,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
"3845",50,5,1009,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"3846",26,5,87,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
"3847",27,23,82,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
"3848",32,18,183,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"3849",34,3,115,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3850",25,8,124,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"3851",34,3,633,28,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"3852",44,20,718,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
"3853",38,2,63,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"3854",57,14,180,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3855",36,25,47,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
"3856",41,9,391,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3857",36,4,85,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"3858",27,15,373,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"3859",37,20,289,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"3860",47,10,805,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
"3861",31,7,623,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
"3862",39,17,483,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"3863",35,9,26,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3864",40,7,112,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3865",38,17,213,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"3866",31,20,129,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"3867",36,15,330,1,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"3868",53,9,104,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"3869",59,29,184,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"3870",29,21,120,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"3871",30,3,159,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"3872",52,15,391,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3873",55,12,112,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3874",56,9,76,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"3875",32,21,189,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3876",24,28,94,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3877",51,29,184,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"3878",36,7,100,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"3879",36,28,57,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"3880",42,17,525,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"3881",49,21,60,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3882",48,26,251,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"3883",36,30,251,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"3884",48,26,219,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
"3885",30,27,976,12,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"3886",27,8,46,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"3887",38,18,185,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"3888",36,12,587,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"3889",45,29,65,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"3890",44,17,491,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"3891",42,11,432,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"3892",37,21,102,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"3893",48,17,264,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3894",57,4,75,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
"3895",44,20,106,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
"3896",48,17,81,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
"3897",56,27,89,23,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
"3898",37,6,95,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"3899",47,15,322,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3900",54,14,94,5,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"3901",51,12,417,1,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"3902",47,18,567,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"3903",25,18,600,4,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"3904",39,15,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"3905",40,14,464,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"3906",38,1,222,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
"3907",34,13,469,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
"3908",53,15,99,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
"3909",32,14,297,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"3910",35,20,41,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
